appId,reviews,IsFraud
com.kotak.neo,"There is no option to place Target price and Stop loss at the same time, you can either place your TP or SL, please add an option where we can use both features. Everything is good except this one. Good. Everything has good and bad. Only the perspective and approach can give the result. If I am recommending your brand, they may like or dislike. I already had experience in opening of such for my family member. They dislike it. That is why not. The Kotak Neo app is a disaster! Their stock and trading recommendations are absolutely pathetic. I trusted their advice more than 10 times, hoping to book profits, but ended up with losses every single time. It's infuriating how unreliable their suggestions are—I've lost so much money because of them. Avoid this app if you're looking for stock recommendations on the platform. I used to book profit when I was buying with my own research, i wish i didn't trusted them! I'm an option scalping trader so I continue to see charts and require every minute update. The problem with Kotak neo is when I switch from one display to another, the chart is gone, and I suddenly see the white display (please find the attached images after and before for your better understanding). then I want to go home page then again need to open the chart. Because of this situation, there are 2 minutes every time. and if I count for the whole day the total loss is almost 30 minutes.",genuine
com.axismf.investorapp,"Decent app. But please note the changes required to make it better. 1. It only provides necessary information for investment in funds but when we have to redeem the amount it's total chaos. I recommend a mention of lock in time, or early redemption fee and other such aspects to be mentioned so that customer can have an informed choice of which mutual fund he should redeem at that moment. Web portal and mobile app both aren't working at all!!... Asks for login credentials and then just loading and loading and loading! It again stopped working. On clicking Generate URN, the app does nothing at all, no loader no status of happening something, nothing! The app automatically started working once I re-installed it. Apps with such usages and purposes shouldn't respond this way After updating yesterday the app became very slow. It can not be opened my portfolio. When I tap log out option processing is happened for long time. Kindly resolve the issue and make the app fast. Password reset won't work when existing password does not match the password criteria. So person with old password which does not match password criteria will not be able to change password truly genius developer.",genuine
com.mfcentral.app,"Its very exciting to see and work on all the mutual funds using a single login, so thank you for that. But App have multiple issues which require fixing. Ex: Track status does not work, It says - Failed to fetch. 2) While login, some times, it ask questions that I have not set. 3) While pressing back arrow, it resets the selected options, Ideally it should go to previous screen. 4) Zero holdings should be removed or should be given as different option. 4 star for just being there and simplifying things. Only one complain. Why would anyone bother to see his zero holdings. And so the default option to see 'All Holdings' is meaningless and annoying. It can be an option, but not the default one. It also shows rhe schemese which i have completely exited a long ago. Please fix this Very bad user experience, every time while going for investment through it ask for nomination details again & again.The entire process is so lengthy compared to other investment platform,that it irritate the user to shift their investment to any other platform. Other then checking current portfolio it's Complete waste of time. Real bad interface. No support from customer care. Not even a single number or email mentioned on the app It's not a game, it's about investment and the least we can ask for is a customer care support since it's all about money. Don't have option to cancel mandate, payment deducted from bank account but keeps showing payment pending status. Better to go with brokers app and pay them something rather than getting your money stuck in this app for days without any support to talk to.",genuine
com.mirae.investor.app,"superb easy to do transcate business. Simple and easy Third class app. Full of bugs and lags every time. Developers pls test the app before launching. Very very poor user interface. I am trying to set upi mandate, as well as isip since last 2 hours. But every time my upi app showing it succes but mirae asset mutal fund app showing failed. On calling the customer care executive, after knowing the all problems he again asking me to send a screenshot of the problem. Ridiculous",genuine
com.mysiponline,"I am a first-time investor, and my experience with the MySIPonline app has been excellent so far. The platform is user-friendly, making it easy to navigate through different mutual fund options. The service is seamless, and I appreciate the detailed insights and recommendations provided. The app's interface is intuitive, and the transaction process is smooth and efficient. I also value the prompt customer support, which helps answer any queries. Overall, it’s a great platform for both beginners I have been using MySIPonline for my mutual fund investments for the past year, and I am thoroughly impressed with the platform. It offers a seamless and user-friendly experience, making it incredibly easy to manage my investments. User Interface: The website and mobile app are both intuitive and well-designed. I can easily navigate through different sections, check my portfolio, and track the performance of my investments with just a few clicks. Last update ruined the app completely, previous UI was much easier and great. Now it's very dificult do things and most of the time app getting struck and unresponsive after using this app for past two years ive to change my review it takes 7 plus Workin days for redemption through this app i had an emergency so i redeemed some eqyity funds on 26 / 06 / 19 still its under process on 08/07/2019thank god i had some other direct investments outside the app which got redeemed in less than 24 hours",genuine
com.fivepaisa.trade,The app is really good no doubt about it but there are a few glitches ad bugs that just bother me so much currently I am facing an issue and that is when I choose the minutes option when I tap on 5 minutes it instead gets clicked on 2 minutes basically when I tap somewhere that tap goes to some other option which is before the option I choose it isn't a phone issue because when I do it horizontally it works perfectly I need help to solve this issue because I can't contact the customer support Most of the times the app is not signing in properly. Keeps on asking password but not signing in. Otherwise it's a good trading app. The app is really good no doubt about it but there are a few glitches ad bugs that just bother me so much currently I am facing an issue and that is when I choose the minutes option when I tap on 5 minutes it instead gets clicked on 2 minutes basically when I tap somewhere that tap goes to some other option which is before the option I choose it isn't a phone issue because when I do it horizontally it works perfectly I need help to solve this issue because I can't contact the customer support Most of the times the app is not signing in properly. Keeps on asking password but not signing in. Otherwise it's a good trading app.,genuine
com.zerodha.coin,"I'll start using Coin app if I get feature for Goal based investing. Like I can set my goal, for that goal I can choose the bucket of mutual funds, and the app shows me the progress of my goal amount which consist of invested amount and expected returns. The application is fully accessible, except for an issue with the UPI API. On the payment page, when the keyboard opens to enter the UPI PIN, it is not accessible. This prevents visually challenged users relying on TalkBack from making payments. Please address this issue. I'll start using Coin app if I get feature for Goal based investing. Like I can set my goal, for that goal I can choose the bucket of mutual funds, and the app shows me the progress of my goal amount which consist of invested amount and expected returns. The application is fully accessible, except for an issue with the UPI API. On the payment page, when the keyboard opens to enter the UPI PIN, it is not accessible. This prevents visually challenged users relying on TalkBack from making payments. Please address this issue.",genuine
com.scripbox.takecharge,"Scripbox is a great choice for hands-off mutual fund investments. They provide personalized recommendations, automatic portfolio reviews, and tax optimization. Need to seriously work on the interface. Developers, please look at the app from your users perspective. As an investor, I want to know which of the funds is performing well and which not. In order to know the name of the funds why do i need to tap 5 times. Your team can learn a lot from the Upwardly interface. Edit: The app is more streamlined with better categorisation, even though the number of services that the app is trying to integrate has increased considerably. Best wishes to the team. No easy way to update stock investments - ends up creating duplicate entries. *** Very slow most of the times. Very boring interface. No proper reports inside app itself, everything is emailed instead *** The plans are bit costly. No way to pay per month. Interface can be simple & straight forward. In the first page itself, one should get the details of all MF investments like 1)name of fund, 2) date of investment 3) Amount of investment 4) present NAV 5) Returns so far etc in a simple excel format. A simple Table on the first page itself should give a snapshot of how the invested funds are performing . Infact clumsy & confusing interface is one of the reasons for me to close the Scripbox account.",genuine
com.zfunds.user,ONLY REGULAR MUTUAL FUNDS SCHEME's ARE AVAILABLE Customer friendly but app is daam slow and most of the time the portfolio is not reachable through app ONLY REGULAR MUTUAL FUNDS SCHEME's ARE AVAILABLE Customer friendly but app is daam slow and most of the time the portfolio is not reachable through app,genuine
com.gooogle.android.kuvera.app,"The App is good but the Customer Support is pathetic. Actually it's non existent. They can only be contacted over email and it takes them weeks to resolve an issue (In this case, even after 3 weeks, I'm still unable to trade via Kuvera). When you are dealing in the Market, a fast resolution becomes even more paramount and such delays to the tune of weeks is unheard off. Extremely disappointed! Update: Going on 4 wks & after multiple assurances, Kuvera still unable to give me access to my own A/C I've been using Kuvera since last 5 to 6 years and it has been a great app. however recently I encountered a issue with SIP amount increase. If you change the SIP amount either increase or decrease, Kuvera first cancels the existing SIP amt and then create a new SIP, due to this one of my SIP got canceled since the fund was not accepting new inflows. Suggest Kuvera to just edit the sip amount or first create a new SIP amount and only if successful should cancel the existing SIP. I have been using Kuvera for a long time and liked it but since a few months there have been issues and there is no proper response even when the ticket is raised and despite multiple follow ups. I have already reached out to support multiple times but no proper response from their side hence considering switching to a different application. App has some issue like filterarion of mutual fund is not clean , we can't see what kind of bonds are present in debt fund like Aaa or aa. Etmoney had a clean interface which gave good information about a specific fund. I hope you would implement something like that as well. Also development for this app has stagnated and there's nothing new and improvements being offered. Import of investment via pdf/cams statement should be an option.These area of improvements are still not being tackled.",genuine
com.cloudtradetech.sky,"Third class app. The features promised earlier were either missing or not functioning properly. Also there is no option to apply for buyback. The only option is through call, which at most times is not placed due to manual transaction error. Worst stock broking app. Opened my account because of hdfc brand value. Don't recommend anyone to open demat account here. ""HDFC's Sky App is a masterclass in mobile banking! The app's intuitive interface, seamless navigation, and robust features make it a joy to use. From tracking accounts to making transactions, the app's ease of use is unparalleled. The personalized dashboard, bill payments, and investment tracking features are particularly impressive. HDFC has truly raised the bar for mobile banking with the Sky App. Kudos to the team for creating a world-class banking experience on-the-go!"" Nice but needs huge improvement, as the user has no idea about important informations like, Realised profit/Loss, Net profit n loss, Current value of invest, AND on equity page misses out the, trade details of each scrip, details of closed scrips, profit n loss of each scrip, trade history and orders page. However it has unique feature of giving complete information on MTF margins like no other App. It would be really Great to enable bracket and cover order for Option segment as well. It will help people to limit to their risk",genuine
com.rs.mirae,"I have been used this app, qnd its charts perfectly works on mobile there is no lag in chart formation but in tab (Lenovo) there is lag in formation of chart ( indices and stock both). Please note that problems and resolve. Not like professional trading or either investment plateform.... It needs more tools and interfaces like Kite or Dhan apps.... Need more improvement in GTT orders, Automatic SIP for stocks, Reports, Listing/sorting features etc... Do some analysis with other Trading plteforms and include it in your app to, I am using you for past Two years, no improvement and upgradation in your facilities... I have been used this app, qnd its charts perfectly works on mobile there is no lag in chart formation but in tab (Lenovo) there is lag in formation of chart ( indices and stock both). Please note that problems and resolve. Not like professional trading or either investment plateform.... It needs more tools and interfaces like Kite or Dhan apps.... Need more improvement in GTT orders, Automatic SIP for stocks, Reports, Listing/sorting features etc... Do some analysis with other Trading plteforms and include it in your app to, I am using you for past Two years, no improvement and upgradation in your facilities...",genuine
com.valuevest,"Excellent app. Easy to use & fast. But not able to reduce amount from existing MF since cannot put ""-ve"" sign in enter transactions option. I have using your app since the last 3 years and find it to be extremely helpful for tracking my portfolio's performance. But there is one thing that's missing I find, there is no way to find average XIRR which becomes really helpful if someone wants to keep a tab of the portfolio's performance over a long period of time. Include this option. ET money has already included this in their app. SIPs dated 21/11 (actual date is 20th which was a Sunday) are still ""order processing"" status. After the recent updates, the app doesn't allow to chat with the support. Nothing happens when I click on ""contact piggy"" button or ""my question is not mentioned in the list"" I have been using it for quite a long time. For selling, the app requires authentication. But app has some issues, app fails to update data on time, resulting into cancellations. I ended up loosing my money and funniest solution given by customer care is ""place fresh order""",genuine
com.fiadvisor,"Overall good application, but only one feature is missing that it doesn't show one day change for each of the schemes in portfolio. It only shows one day change for overall portfolio. Not able to select particular sip Update as on 1 Sep. An update fixed the login issue. Revising to 3 stars. This was already a bad app, but latest update is the killer. Asks you to update the app, and once you do, it says again to update app. So you are left with an app which doesnt let you login Unable to login into the app after updating. Getting error message of update the app to login but their no more update present.",genuine
net.one97.paytm,"I am really impressed!! UPI payments take less than two seconds to complete and have an easy-to-use interface. Paytm enables consumers to pay instantaneously, book movies and flights, and recharge metro cards. The programme performs well and is simple to use. My concerns have been resolved, and I am appreciative for the help. My Paytm rating has increased. I have been using Paytm for the past six years without any problems. Paytm is my top choice for online payments due to its user interface. It is an really life changer app. But there are a few things didn't like it. The app is awesome, stronger, and fantastic updated with new features. But it shows that there is a problem and should try again twice. But everything was seen for the last past couple of years. The problem is that the screen dismeasuring in some point when you want the levels. The property ground planing with the high quality of gestures. without having to good through the beginning sounds screen once repeated. Thanks. The app is easy to navigate. Very user friendly. However, your latest version automatically links to my bank account. I do NOT want this. Many times it doesn't let me pay via Paytm and attempts to pay from my bank. This is an invasion of my privacy and a pain. Please fix this glitch. It is an really excellent app. But there are a few things didn't like it. The app is grounded, multivitamins, and narrow updated with new features. But everything was seen for the last past couple of weeks. The property ground planing with the high quality of photos. The problem is that the screen dimeasuring in some point when you want the levels. without having to good through the beginning sounds screen once daily. But it shows that there is a problem and should try again day before. Thanks",genuine
com.phonepe.app,"It is a very nice app which helps in day to day uses and recommend it to many of my close ones and works smoothly during payments but recently there is a problem in this app it prefered more selling their insurance rather than helping in payments through their ne ui which is very bad experience hope so this will be resolved and our consern will be addressed !! Thanks 👍 PhonePe is the best UPI app with a smooth UI and excellent user experience. It's fast, secure, and easy to use, making payments and transfers hassle-free. However, one major drawback is that users can't change their UPI ID after creation, unlike other UPI apps. Adding this feature would make it even better. Overall, a great app for digital transactions! ""PhonePe's new UI is not user-friendly. The previous design was simple and easy to use, but now the new layout makes navigation a bit confusing. It takes more time to find basic options, and new users may find it difficult to adapt. The old UI was much better and more convenient. Please consider improving the user experience!"" I have using this app for online payments from long time now. But the issue is that in the new update the UI has changed quite a lot and it doesn't even stand a chance against a previous UI. Why the hell do you people changed the user interface it was so good if you keep as it is. Hope you take this review in consideration and make the proper changes accordingly.",genuine
com.freecharge.android,"Very bad customer service. Btw app has clean user interface and it's a faster app, faster payments. But missing frequently paid payees grouping like phonepe, paytm and gpay. I have to link my accounts again when I reinstall the app. Can you try to reactivate an inactive account yourself... You must capture date from user and not provide an auto capture that doesn't work... You can't scroll beyond November and February... This is a bug... WILL YOU NOT TEST BEFORE DEPLOYING ???????????????????????? UPDATING THE RATING FROM 1 TO 4 ------------------------------------ I am giving 4 points for the PROMPT ATTENTION... BUT THERE ARE BUGS and I am in touch with the developers to help them identify, where the application has Bugs Since 2018 i use this app with good experience but now its useless for my mobile i don't know whats mean in mobile root device or non root device. Security alert is force to close the app when i open this app. May be i have android version 8 so its not operate for my mobile. So i have only to do uninstall option. No cashback offers from long time. Also, the app is giving error message from few days that it cannot be run on rooted device. Wheras my device is not rooted it's on stock version.",genuine
com.kotak811mobilebankingapp.instantsavingsupiscanandpayrecharge,"I was using the old kotak app and as soon I shifted to this , i realised it was so complicated. this app is so good , simple and easy to use like one of the best banking app i ever used , everything seems so on spot and easy to access with proper security This new app is so easy to use thanks to its design! Love this version. Very easy to use. Every feature is clear and priority has been given to the most important things, while designing the app! They are super easy to access & understand for all age groups. This will be of big help thanks to the app designing team who worked with Kotak. Thankyou soo much! Too good! God bless! Kudos to the team! Kotak 811 is a digital banking app with a user-friendly interface and easy account management. The major drawback is its lack of proper notifications and SMS alerts for bank charges. While the app sends alerts for most transactions, it fails to notify users when bank charges are deducted. This includes charges like non-maintenance fees, debit card fees, and other hidden deductions. Users only realize these charges after checking their statements manually, which can be frustrating. 👎👎👎 it's not at all good enough. until and unless uh provide good service . everytime I try to contact customer service I'm unable to do that and when I can contact them they'll say that they we'll let uh know soon .. and that soon didn't came yet . I'm facing issues related to transaction since 27 feb yet that issue haven't solved . and I've shared uh the emails as well still no response. I'm totally disappointed. from ur services and I request you to solve my issue ASAP bcz my work is pending.",genuine
org.altruist.BajajExperia,"Well uptill yet everything is perfect. The only concern is EMI Network Card is not available for all purchases though I have got high limit. Example Nothing Phone 3a on Flipkart/ Amazon. Why? God knows. After maintaining such excellent relations for the last 4 odd years such things frustrate a lot. do a simple selection ikons and design latest method of selection. eg for bajaj pay do a seperate window, for bajaj loan or other things do seperate window for a quick use... some times for a qr code payment, want to go 3 , 4 window selection. it's really little big hard to choose a bank statement, check bank balance etc. Do a simple and quick useful app thank you team Bajaj Finserv. This app has been the worst user experience I've ever had. Every time I tried to use it, it would get stuck. Even when attempting to make UPI payments, it often redirects to the AMP web app and stops functioning. Similarly, while trying to make bill payments or recharge, the app frequently displays a complete white screen after selecting the option, and then stops working altogether. I've been using the Bajaj Finserv app for a while now, and it's been a really frustrating experience. The app often crashes or fails to load, making it difficult to access important features like loan details and payments. The user interface is not intuitive, and the overall performance is poor. I've tried reaching out to customer support, but the response time is slow, and the issues are not resolved. I expected much better performance from an app associated with such a well-known company.",genuine
com.axis.mobile,"Most of the time this app does not work for NRI customers. I have been a customer since 2001 and the app keeps failing every time there is a new Android update or changes. Even now I deleted the app, reinstalled the app, and reset my mpin. But once you successfully reset mpin, it does not work again, stating service not available. It is frustrating to use this app that doesn't work most of the time I do have to say someone responded and the app works fine now. Hi I am trying to use this app on Google pixel 6. Everytime I open it, it crashes. I tried force stop setting and cleared cache and storage, install and uninstall many times, restated app and phone etc etc.. tried everything it's still not working on my phone. Could you please let me know if there is an issue with this app with this phone? My system and OS everything is upto date. Please help. Thanks in advance. Most of the time this app does not work for NRI customers. I have been a customer since 2001 and the app keeps failing every time there is a new Android update or changes. Even now I deleted the app, reinstalled the app, and reset my mpin. But once you successfully reset mpin, it does not work again, stating service not available. It is frustrating to use this app that doesn't work most of the time I do have to say someone responded and the app works fine now. Hi I am trying to use this app on Google pixel 6. Everytime I open it, it crashes. I tried force stop setting and cleared cache and storage, install and uninstall many times, restated app and phone etc etc.. tried everything it's still not working on my phone. Could you please let me know if there is an issue with this app with this phone? My system and OS everything is upto date. Please help. Thanks in advance.",genuine
com.myairtelapp,"This app is really useful for a DTH customer but there are some problems. First of all, the app is very laggy in the Manage Channels tab and the UI is too complex. Initially, the interface was so simple and easy to understand but now, they have moved features into multiple sections, making it hard to relocate. App used to work fine. Right now giving 1 star - today evening, suddenly it is not showing my account details. It is asking to port my number to Airtel when it is already in Airtel! Tried clearing cache but no use. Hopefully the issue will be cleared soon. *Update: issue cleared after deleting app data. But this was such a ruckus for a while, wasting time. I am very disappointed with the Airtel app and customer service. When I tried to contact customer service, I was informed that I don't have enough balance to make the call, which is frustrating since I've already recharged. Additionally, the Airtel Thank App's chatbot experience is not user-friendly. It repeatedly asks the same questions without providing any real help. one of the worst service providers app ever used. word of caution — don't use the ""free"" Airtel Xtreme trial if on Post-Paid. They bill you despite unsubscribing and then lie that you asked ; to which you'd have no proof otherwise.The app has no feedback space to list real issue. The call center takes 10 min to connect to a human then go on a loop finally repeating "" you'll have to pay . there's no resolution"" . Almost sure it's a scam. Looking forward to changing to some other Teleco",genuine
com.paytmmoney,"Latest build have so many bugs, i am not getting stock alerts. Interface is also not familiar.. it should have option to go back to older UI. I dont see alert symbol in main screen. Today's performance is also no where to be found Paytm money is a good ui with nice chart. Chart is very understanding but you can like more understanding from groww app because groww app downloads for its chart which is very understanding for new users. Paytm money is a good app because named of brand seal of paytm. Awesome🥰 and good app. I love❤️ it. It's fast and like the interface but still am unable to see ddpi option which shows up for many brokers. And also swiping action button for selling and buying delays and sometimes misses the trades. Feedback on App Interface. I have noticed that the app's interface has undergone frequent changes, which unfortunately detract from the overall user experience. The current layout lacks clarity, making it difficult to access comprehensive information from the homepage. While introducing new features is essential, it's equally important to maintain a simple and intuitive interface that provides users with all the necessary information at a glance.",genuine
com.csam.icici.bank.imobile,"This app used to be good 2-3 years back when Apps were new to that time. It needs a complete overhaul and needs to be rewritten to give a good user experience. In its current form, it appears that it was written by some novices.  It hasn't been able to keep up with changing times and feels archaic. Look at HDFC Bank app and get some inspiration.  Giving 2 stars for the functionality it offers, if you provide a better customer Experience will rate better. it's an excellent app. I'm able to do most of my transactions using this app. from the point of view of functionality, user-friendliness and interface it is an excellent applicarion. I use other banks' mobile app as well and none offers such vast variety of features. Though there are some logical issues that's why I'm not giving 5 stars. 1 major issue is that I can't use iMobile for my multiple accounts. For example, personal account and joint account or a minor account. Such extreme latency and inability to load the app at start. Waste of time just to get the app started. With every upgrade it's getting more horrible. Edit: It has become even more useless, not even able to log into the app since last 30 mins. No improvement at all and it seems there is no point in expecting it to improve as well. I have been using this app for several years and was quite satisfied with it. Recently whenever I logged in I got a notification to update the app. When I clicked to update the Google Play showed only Uninstall or Open buttons. There was no option to update. Today i uninstalled the App and when I try to Install I get a message that this phone is not compatible with this app. I have Samsung Galaxy Note 8. Need help urgently as I don't use any other payment app.",genuine
com.remitly.androidapp,"App is very easy to use, delivery is fast, reliable and secure. It's also amazing how they try to reply to each and every review posted here! One thing though, I found about 3-4 competitors that offer way much higher exchange rates (usd to php) as much as $1.30 higher! This tempted me to try other services, even if delivery is not as fast. If Remitly will be competitive in this area, surely they will be the best. I really enjoyed using Remitly due to its easy and user-friendly interface. It has proven to be a reliable platform. However, I have noticed that the widget feature, which was extremely helpful for quickly checking the destination price, has been removed in the recent update. I genuinely miss this feature and wonder if there is any possibility of bringing it back. Absolutely terrible app and service. I tried it since it seemed convenient, only to have a transfer to my mother for her birthday get canceled by the app. Then I was told to wait 24hrs before trying the app again, which I did, only for it to happen again. Then I was told I have to wait again, but now for 24hrs-48hrs instead to be contacted to have it fixed. Using a wingless carrier pigeon would be faster, more user friendly, and more technologically advanced than using this app. DO NOT USE!!! I was using Remitly for several months now and it was great. It was. Recently it wanted me to provide my information to verify, I did, got suspened for no reason after exchanging with the customer service. Worst experience. Heard some users had the same issue too. So what's the point of verifying, giving them personal info/ID only to get suspended? Update: Just a head-up for whoever starts using this, you might get falsely charged, scammed, and won't be able to get your money back.",genuine
com.iexceed.ib.digitalbankingprod,"New app is superb and excellent and easily accessible to our accounts. We need not go to the bank and avoid for standing long que. It is boost to the senior citizens. We can able to transfer funds easily and finding our acconts and statement frequently. We can get the loans especially for jewel loans within half an hour with nominal interstate rate. ""Excellent Banking Experience with Indsmart!"" I’ve been using the Indsmart app for a while now, and I must say it has exceeded my expectations. The user interface is clean, intuitive, and easy to navigate, making all my banking tasks seamless. I love the quick access to my accounts, the smooth fund transfers, and the secure login features. The app also has great performance—it never lags, and everything works flawlessly. Notifications are timely and helpful. The process is slow. Please provide single password 4 digit. And sent money and app open password singal provide. Then It tells you to change password often . We can change only if we want to. Give such an option. And mpin and payment pin also same provide and every time password changed and fully difficult and forgot. Example ICICI Bank pls refer Excellent. User friendly. Almost every banking task can be done from anywhere. No need to go to the bank,stand in queue. No more time waste. But after introducing Indsmart , in case of opening recurring deposit facing big trouble for there is no option four issuing standing instruction for debiting the amount from my S.B.A/C from the next month onwards. Either I am to deposit money through mobile banking or physically visit the branch for issuing standing instruction.",genuine
org.altruist.BajajExperia,"Well uptill yet everything is perfect. The only concern is EMI Network Card is not available for all purchases though I have got high limit. Example Nothing Phone 3a on Flipkart/ Amazon. Why? God knows. After maintaining such excellent relations for the last 4 odd years such things frustrate a lot. do a simple selection ikons and design latest method of selection. eg for bajaj pay do a seperate window, for bajaj loan or other things do seperate window for a quick use... some times for a qr code payment, want to go 3 , 4 window selection. it's really little big hard to choose a bank statement, check bank balance etc. Do a simple and quick useful app thank you team Bajaj Finserv. very irritating interface with incorrect information and a lot of distractions. They don't even provide customer support for us but they call daily to increase their business. Worst customer service compared with all e-services. Thanks for fixing loading issues..but when I click on any loan details in relation..it loads for continuous 5 - 10.seconds and then it shows server failed to load in red ..pls fix this asap(issue from last 1 month..even with Other devices same issue)..not sure why these changes are being deployed in production with out end to end data load sanity..my self has reported more than 4-5 major issues .. requested to pls fix asap",genuine
com.prosper.borrower.mobile,"Very expensive. No chance on reducing intrest rate once approved and you accept. Not a big deal though. Doesn't do much for raising your credit score if at all, I didn't notice but consolidation of credit cards debt into 1 did improve it a lot.. I am grateful I was approved for a $8k loan. 3 stars, out of 5. poor customer service. I wish to know more about this app. It's my first time applying for a loan with prosper so I'm not familiar with their policies and regulations are. I just don't want to flood my credit score with a lot of inquiries and time wasted after being denied from someone else. The balance/payment app is really hard to navigate. It is hard to find when payments are due or how much is needed to be paid. I made 2 payments a month, and it's hard to see how it affected my balance. It is just not an easy to use or informative payment system. In the time it took them to send me an email to reset my password. I had already discovered upstart and was instantly approved for a loan. In fact, still haven't received the email for reset. Response time is too slow. Their loss.",genuine
com.dave,"It's ok to have for emergencies but not that great overall. The surveys are a joke. If you click on the 2 or more dollar ones, you will never get the full dollar amount. There is always a reason after you've spent a good amount of time that they aren't going to give you the money. Also they charge a monthly membership which isn't that bad but also ask for a tip on top of it. The plus is it's easy and convenient when your in a bind. ""client support""'is 💯 % AI, and so limited, even my AI is better. I guess they opted for basic program, because it's only capable of 4 questions. Initially, I got a microloan (+fees/tips) repaid before due, which raised my limit. Then repeated with a bigger amount. But the 3rd loan went to ""Dave Checking"", and I couldnt settle early, or resolve the issue since support is non-existent. I can't afford mistakes, or a delay with finances, so I'm out. It's ok to have for emergencies but not that great overall. The surveys are a joke. If you click on the 2 or more dollar ones, you will never get the full dollar amount. There is always a reason after you've spent a good amount of time that they aren't going to give you the money. Also they charge a monthly membership which isn't that bad but also ask for a tip on top of it. The plus is it's easy and convenient when your in a bind. ""client support""'is 💯 % AI, and so limited, even my AI is better. I guess they opted for basic program, because it's only capable of 4 questions. Initially, I got a microloan (+fees/tips) repaid before due, which raised my limit. Then repeated with a bigger amount. But the 3rd loan went to ""Dave Checking"", and I couldnt settle early, or resolve the issue since support is non-existent. I can't afford mistakes, or a delay with finances, so I'm out.",genuine
com.iifl.mobile.hfc,"Upgrade to full payment option in the app itself, Quick pay if for 25%, upi apps for interest only, Branch doesn't accept cash or swipe, There is no option to pay loans by sitting at home. I can top-up for 1 lakh in 2 mins, I have no access to pay back at a time Recently i updared my IIFL app to download the IT certificate for my home loan. In new app, to download any report, its giving me the option of year only however when i am clicking on confirm to download the report, its giving me error of end date is not entered. There is no option for end date but still giving this error. Developers please fix this issue. Earlier version of this app was much smoother than this new one. The app stopped working in my device after DEC-24 update. I thought it would start working after the recent updated that released on 27th Jan'2025. But unfortunately it didn't, for the past two months I am literally struggling with this app as I am not able to track my account details. I am using Google Pixel 6a handset. Please fix this issue at the earliest. Very worst loan app intrest rate too high. I can't recommend to anyone. Very worst experience. Check bounced for advance payment through app that's why our cibil was decreased. I can asked the iifl loan nearest branch they said not paid in the app.",genuine
com.borrow.money.app.payday.loans,"I will update the rating once I see how this hos works.. it makes you rate before even signing up or doing anything.. hmmm... Okay.. update.. 10+ stars.. I believe this will be a great app. Fast and easy to get approved.. It's definitely worth it.. 😁😁😁 I like your Apk and your Website. The instructions for the loan were simple, easy-to-use, and most important of all easy-to-understand, and fast. Well I'm updating because I didnt use the app, I don't recall, so there must have been not a application issue. like others I first need to try the app before giving a honest review. I downloaded this maybe an hour ago and went through the app and haven't heard back from the lender, not borrow money's fault, my issue is the onslaught of spam emails and texts. I think this app collects data and sells it to whoever, I got emails from misspelt companies. I put all my personal info plus banking information in this app. I hope you read this review before you download. Don't believe the 5 star reviews.",genuine
finance.empower,"Edit: app was down and took a day or two to update. Finally was able to log back in on my own. I did receive emails from empower but it seems they thought i wasnt updating the app when in reality the app updated and i wasnt able to use after the update. Since update today I can't log into my account. My advance was paid just can't access the app now This is almost perfect. I don't like the fact that it's costs a monthly subscription of 8 dollars. What if you don't use it enough to make it worth 8 dollars. The instant transfer fee is another, if we gotta pay 8 a month for the service why pay an instant fee as well? Surely there's a better way... hopefully this app reports on behalf of my credit, otherwise, it's a gift and a curse all at once. Won't last long if someone else does it better. Devs, please consider making some changes.. At first my experience was great. I liked the auto save feature and other features available. My issues started when a bank account I had was closed but tied and linked to my auto save. Customer support apparently cannot change or remove or literally do ANYTHING about it. Couldn't access account due to this and a lot of time wasted but yet they still wanted me to pay my monthly payments. But because they couldn't fix my account I wasn't able to use my account which was very unfortunate. I generally don't use these kinds of apps, but my furnace switch went out preventing the heat from clicking on. After a week of no heat, I figured let me give it a try. Unware of the hoops. Sign up process is extremely horrible. It 45 mins to get the app to accept my sign up info - as it kept send back to the begin to start over. Once in it, I was told I don't have transactions in my account. What? I get 2 deposits once a month in my account. However, the system says it couldn't find them. Smh",genuine
com.activehours,"Don't know what happened, used this all the time. Then, two weeks ago, it kept telling me my bank credentials were wrong. Once it stopped doing that, it suddenly stopped working again. Contacted support, and the app was saying it was connected to my savings even though it showed my checking account was linked. Cashed out. And suddenly it's doing it again. It also just gives me a blank screen when I attempt to ""select the account"". I think this will be the end of me using this. I like the app initially and though it does help having extra funds, the app disconnects my bank account OFTEN. When it does disconnect, 9/10 times it is for no reason, and also delays me from attaining not only my money that I can cash out that I REALLY need, but it also takes days at times to reconnect and at times prevents me from receiving my paycheck early too which was the whole reason I needed the app in the first place. Not a terrible app, just very buggy sometimes. So I've had this app for about a year or more now. I never had any issues using it. I would borrow and payback on time. My borrow amount even went up after a while. Even if my bank account was in the negative already or the amount that I borrowed came out and put me in the negative, the transaction would still go through. Now I'm seeing that they're ""bouncing"" and being returned. I called my bank and told them the problem, and even they see the transaction going through completely on their end. I tried it like I tried other tech companies, and it doesn't work with Chime or Varo as most people have or use these institutions. My issue was going through the process only to be given a notice of not being able not to use either. Which wasted my time by signing up with this company. When searching online, it says chime works, but as I can see, it does not. One star is well deserved as I pointed it, can't give anything higher because I was not able to finish testing driving the app.",genuine
